klpdf7l,326786,468.132,212.914,1,1947-08-12T12:20:49Z,1942-08-22,09:56:18,"5,8","{""x"":7,""y"":3}"
samr10k,511886,305.556,329.931,0,1979-09-10T04:27:20Z,2000-06-18,04:40:55,"6,1","{""x"":1,""y"":8}"
e53cws4,859020,385.623,543.220,1,2016-02-03T10:26:31Z,1922-11-23,11:17:05,"9,6","{""x"":7,""y"":9}"
ydjvhv7,434644,364.219,105.980,1,2015-02-12T12:46:09Z,1974-02-20,07:26:53,"5,9","{""x"":5,""y"":7}"
w9l9yyc,973160,198.543,486.702,1,1937-03-23T12:15:04Z,1972-12-28,05:58:08,"7,7","{""x"":9,""y"":4}"
6hy0s0p,142405,887.830,983.034,0,1923-04-30T07:22:47Z,1935-09-19,03:21:37,"4,8","{""x"":4,""y"":8}"
tkk20hs,641093,508.989,532.413,0,2002-02-25T09:33:55Z,1964-04-15,12:14:11,"1,4","{""x"":8,""y"":7}"
jzt9k73,956254,700.738,293.379,0,2010-04-11T09:33:54Z,1950-08-26,03:59:10,"7,6","{""x"":7,""y"":3}"
6vdw5w8,290482,498.377,822.633,1,1959-03-13T01:31:07Z,1977-01-15,05:47:52,"8,1","{""x"":7,""y"":6}"
p1rltvt,454445,205.998,161.493,0,1946-02-12T12:10:41Z,1956-07-20,08:22:12,"3,2","{""x"":5,""y"":1}"
89q5yw8,697996,787.349,940.390,1,1945-08-28T09:00:57Z,2013-05-21,07:03:22,"5,1","{""x"":8,""y"":6}"
l4glcr9,291251,856.791,636.415,1,1932-04-21T01:43:04Z,1964-02-02,08:29:27,"2,6","{""x"":1,""y"":9}"
ln29ag5,422161,249.051,326.844,1,1943-03-05T11:00:34Z,1965-02-04,06:26:00,"3,2","{""x"":1,""y"":6}"
tbn5vhw,678399,220.746,868.116,0,1927-11-28T04:55:03Z,1929-11-10,05:39:24,"7,9","{""x"":7,""y"":9}"
sorqztr,575322,919.532,386.620,0,1953-03-23T08:11:49Z,1930-01-23,05:54:04,"2,5","{""x"":9,""y"":3}"
bex8gf9,706051,946.215,881.472,1,1996-12-02T06:40:29Z,1961-10-20,12:45:28,"9,7","{""x"":9,""y"":8}"
vkuejfc,189704,899.143,169.053,1,1994-08-12T02:19:53Z,2003-05-08,06:37:47,"9,1","{""x"":1,""y"":2}"
0txo2vh,671310,116.443,854.320,1,1960-05-21T09:48:35Z,2019-01-20,12:59:56,"7,9","{""x"":2,""y"":9}"
vfxdvag,960037,533.264,390.228,1,1984-08-31T08:21:01Z,1932-07-28,08:34:53,"4,2","{""x"":2,""y"":8}"
a7aqdbm,893347,420.207,792.385,0,1954-12-19T10:57:42Z,1965-02-10,02:11:51,"3,4","{""x"":1,""y"":1}"
9gn6c2n,608714,890.907,595.988,0,1974-04-02T07:29:45Z,2017-03-25,04:53:31,"9,2","{""x"":3,""y"":4}"
e4j4t4p,804685,446.976,483.905,0,1934-01-19T06:02:14Z,1960-05-12,02:46:34,"8,8","{""x"":6,""y"":4}"
uvo5wya,705800,538.272,709.979,1,1936-03-15T10:46:30Z,1945-12-31,11:48:24,"6,6","{""x"":6,""y"":5}"
2bpdhxm,723995,462.747,688.733,0,1988-10-16T04:27:56Z,1950-06-14,10:10:59,"3,5","{""x"":4,""y"":7}"
y748o3c,616960,603.987,339.900,1,1925-05-25T05:35:51Z,1957-07-28,08:52:55,"6,3","{""x"":3,""y"":4}"
ajwf9dm,389624,542.882,300.209,0,1934-01-07T04:24:37Z,1972-10-14,02:46:07,"1,2","{""x"":1,""y"":4}"
93tzu0e,190823,496.169,845.606,0,1948-04-06T01:48:52Z,1986-11-02,11:27:45,"6,6","{""x"":9,""y"":8}"
mj3696d,835022,476.579,967.378,0,1987-08-14T06:23:59Z,1993-08-14,03:27:53,"9,6","{""x"":7,""y"":2}"
5a0ncr5,508831,211.893,832.845,0,1968-08-07T12:33:25Z,2003-06-20,12:08:12,"3,7","{""x"":1,""y"":3}"
1pso76x,168895,815.127,885.301,1,1965-01-19T01:34:52Z,2005-10-05,06:53:23,"8,3","{""x"":9,""y"":7}"
csbc0b2,597988,988.432,232.119,0,1977-09-18T07:52:10Z,1995-12-20,03:15:27,"1,8","{""x"":4,""y"":3}"
8wkxp9z,370059,128.342,946.189,0,1970-02-28T12:58:41Z,2000-08-02,02:26:04,"8,6","{""x"":4,""y"":7}"
26f3l1u,354591,276.655,191.783,0,2008-05-31T08:16:53Z,2013-07-30,11:02:17,"8,5","{""x"":9,""y"":9}"
mpvymef,864035,782.457,486.321,1,1989-02-16T05:41:00Z,2015-08-30,04:44:58,"7,2","{""x"":2,""y"":6}"
qzrz9gf,786119,513.509,147.612,1,1935-07-04T03:21:46Z,1966-12-11,07:27:21,"6,5","{""x"":8,""y"":6}"
5l2v1du,559071,335.258,421.064,0,1975-03-19T11:12:30Z,1951-07-08,12:31:15,"5,1","{""x"":6,""y"":3}"
afa5cnc,136425,897.500,211.202,1,2013-11-03T12:33:18Z,1982-11-10,12:00:47,"5,5","{""x"":7,""y"":4}"
wwiqwsu,838738,884.914,778.964,0,2005-05-28T03:17:31Z,2016-08-06,08:06:58,"5,2","{""x"":9,""y"":6}"
oe2ebsm,486985,964.766,164.225,0,1976-01-06T06:48:02Z,1954-07-01,05:09:38,"8,9","{""x"":8,""y"":5}"
d39upvd,363229,647.399,835.161,1,1948-02-03T11:08:07Z,2016-01-07,08:10:09,"7,6","{""x"":4,""y"":9}"
hhsx48p,837258,884.277,293.689,1,1944-08-06T06:09:34Z,1931-10-04,04:28:58,"8,5","{""x"":6,""y"":9}"
zpxtbbi,206538,513.151,444.391,1,1970-01-16T10:34:58Z,1993-05-05,04:49:02,"8,8","{""x"":2,""y"":2}"
pqqjoep,581413,955.696,895.484,1,1931-02-26T03:48:01Z,1975-06-05,07:27:09,"8,4","{""x"":6,""y"":7}"
lhky6wd,693158,107.176,397.603,0,2011-06-01T02:35:48Z,1973-08-05,10:09:27,"5,2","{""x"":3,""y"":4}"
b7gtcel,348761,307.172,463.906,0,1961-12-12T09:14:44Z,1991-09-02,01:32:51,"6,2","{""x"":1,""y"":9}"
8vpe71b,946361,638.236,824.359,1,1986-08-10T03:03:10Z,1938-11-29,05:47:02,"2,4","{""x"":7,""y"":4}"
8fvggqt,585548,887.201,262.499,1,1997-05-07T06:08:56Z,1949-09-16,11:51:36,"9,2","{""x"":9,""y"":5}"
va7nq3p,871946,517.563,493.871,0,1992-05-09T06:49:48Z,1949-09-25,10:09:22,"5,2","{""x"":7,""y"":1}"
j8ifnh2,233003,637.876,681.955,0,1976-09-27T01:54:14Z,1984-06-13,08:49:00,"8,9","{""x"":3,""y"":2}"
vcj7xa1,756354,585.666,906.933,0,1924-10-22T08:17:26Z,1980-05-28,07:05:51,"9,6","{""x"":6,""y"":2}"
dmvfy0i,635574,738.182,627.476,1,1943-08-30T05:30:18Z,1983-11-02,03:46:54,"3,1","{""x"":2,""y"":3}"
2sscfzv,598848,850.005,301.247,0,1965-07-25T04:54:46Z,2014-03-03,11:00:56,"7,7","{""x"":4,""y"":5}"
ps2bpsr,339864,323.880,464.702,0,1952-07-25T06:32:50Z,1948-01-18,03:38:22,"6,4","{""x"":4,""y"":4}"
fj7uik0,771953,474.175,958.563,0,2008-06-09T01:51:53Z,1961-12-25,05:39:34,"6,2","{""x"":2,""y"":8}"
tz9gy95,227132,383.354,415.084,0,1996-12-08T06:47:18Z,1984-07-12,11:04:24,"4,5","{""x"":1,""y"":8}"
8kvcdjb,920032,517.104,916.992,1,1981-05-02T02:18:02Z,2015-11-17,07:34:01,"2,2","{""x"":8,""y"":7}"
ev5bubt,270084,176.799,730.796,0,1926-03-07T07:41:24Z,1939-11-08,01:07:56,"9,3","{""x"":9,""y"":3}"
t4h6xd6,445851,498.683,469.718,0,1963-09-05T07:04:36Z,1990-11-27,10:05:44,"3,5","{""x"":2,""y"":4}"
nxgf5d1,190132,967.407,593.692,0,1975-08-28T12:27:45Z,1956-08-14,03:34:56,"2,2","{""x"":9,""y"":7}"
gvnud0i,261296,206.951,672.184,0,1969-09-05T04:43:25Z,1976-01-31,01:10:10,"6,9","{""x"":6,""y"":2}"
wu2tynq,100360,737.332,623.625,1,1980-07-31T06:14:19Z,1969-09-24,09:21:44,"9,7","{""x"":7,""y"":8}"
4f28xy7,557078,488.843,112.979,1,1946-11-15T11:57:47Z,1923-03-30,10:49:35,"4,2","{""x"":4,""y"":1}"
7ix4jfj,399240,942.929,965.657,1,2013-09-06T03:48:36Z,1956-09-11,06:33:03,"6,8","{""x"":3,""y"":2}"
tngu845,326757,272.822,863.069,0,1990-07-17T02:23:16Z,2010-02-27,01:44:36,"3,3","{""x"":6,""y"":2}"
jrexus3,764196,143.563,429.118,0,1985-06-18T04:31:13Z,1991-10-25,12:18:47,"3,4","{""x"":2,""y"":9}"
y13jqpj,627350,790.040,519.761,0,1949-10-24T11:39:37Z,1931-06-02,08:40:51,"1,8","{""x"":4,""y"":1}"
h1xsu9m,919628,172.870,791.380,1,1966-05-04T06:32:45Z,2006-03-04,08:33:03,"1,7","{""x"":7,""y"":2}"
zyvlyu0,915959,173.676,667.476,1,2010-02-23T12:55:49Z,1954-11-11,08:00:18,"3,8","{""x"":5,""y"":9}"
pctbi1t,225834,486.617,127.524,1,1972-10-16T02:57:15Z,1923-01-19,04:42:44,"9,2","{""x"":1,""y"":4}"
y6cqxx6,545031,857.218,402.197,1,1954-04-02T05:40:28Z,1989-10-13,01:24:38,"6,1","{""x"":9,""y"":3}"
1msoq62,302889,580.886,631.644,1,2017-01-25T08:13:48Z,1998-02-22,09:28:58,"8,9","{""x"":4,""y"":6}"
afbjlip,390184,746.844,669.180,1,1981-02-25T12:08:01Z,1945-07-23,08:36:17,"2,1","{""x"":3,""y"":5}"
2xht9ol,160929,576.619,473.827,0,1994-10-07T12:49:40Z,1953-04-30,10:44:55,"1,2","{""x"":1,""y"":8}"
xihsnl2,173804,222.317,279.008,1,1964-12-27T03:39:39Z,1960-07-29,07:54:57,"9,9","{""x"":6,""y"":3}"
hy0b0fe,536265,735.880,422.826,0,2015-09-07T05:39:14Z,1955-10-27,10:37:39,"8,6","{""x"":8,""y"":6}"
i3dsfrk,585165,423.409,707.737,1,1974-03-08T07:42:50Z,1943-07-01,02:42:10,"4,3","{""x"":6,""y"":6}"
1fc98bj,637452,871.022,980.199,1,1944-05-28T07:56:56Z,1974-10-03,12:06:50,"2,7","{""x"":2,""y"":1}"
uty2iwe,887554,645.685,363.556,0,1983-09-01T09:20:16Z,2018-06-22,07:29:39,"8,4","{""x"":2,""y"":6}"
dcxcydk,144532,488.355,741.718,1,2009-07-26T03:04:46Z,2002-10-08,04:01:47,"3,4","{""x"":6,""y"":1}"
69bbf9f,631273,433.810,260.577,1,2004-08-04T12:26:00Z,2016-10-31,07:44:27,"8,8","{""x"":5,""y"":5}"
pwoeau5,388894,842.848,817.363,1,1999-09-11T04:56:46Z,2016-06-01,08:55:26,"1,2","{""x"":8,""y"":3}"
193bk38,873923,982.653,415.720,1,1978-09-27T08:01:00Z,1945-12-12,11:47:14,"5,1","{""x"":3,""y"":5}"
qv2t6wt,669024,203.742,411.781,0,1963-03-09T10:32:42Z,1947-05-21,06:01:40,"6,4","{""x"":2,""y"":6}"
ifndllq,717145,565.333,784.643,1,1962-05-21T09:53:30Z,1961-09-03,09:32:34,"5,1","{""x"":6,""y"":5}"
npdlhx4,739978,316.072,428.824,1,1960-04-02T11:28:07Z,2011-12-07,03:23:54,"5,5","{""x"":4,""y"":8}"
oaezxwg,122469,767.342,800.996,0,2013-09-01T03:22:48Z,1990-01-21,10:18:22,"5,5","{""x"":5,""y"":4}"
9wlmq5r,467069,516.356,235.070,1,2018-12-26T07:15:45Z,1970-06-12,11:27:54,"6,8","{""x"":5,""y"":6}"
z39ac18,721093,814.590,645.505,1,1991-12-12T07:13:30Z,1976-05-15,07:43:29,"9,7","{""x"":5,""y"":8}"
3vc52xq,297851,468.227,638.549,0,1977-07-28T09:25:29Z,1996-08-15,09:43:35,"1,9","{""x"":5,""y"":5}"
kvvebzx,141416,628.606,199.764,1,1920-02-07T08:49:15Z,1980-06-17,03:58:56,"5,4","{""x"":7,""y"":1}"
aozrgce,715711,696.810,927.389,0,1933-05-15T12:25:03Z,2004-06-04,11:23:05,"9,5","{""x"":4,""y"":1}"
r8uf3fd,646022,242.306,953.722,0,1931-08-21T07:58:26Z,1955-07-23,07:27:21,"2,7","{""x"":2,""y"":5}"
7axkhky,854303,965.749,480.889,1,1981-06-02T11:19:09Z,2010-12-21,10:09:06,"3,4","{""x"":7,""y"":5}"
fj0dppk,863359,807.014,324.942,1,1979-06-11T01:58:32Z,1933-03-20,09:37:34,"2,6","{""x"":2,""y"":8}"
h76wnc3,897130,903.243,791.639,0,2010-05-31T11:14:14Z,1926-03-24,02:00:57,"5,6","{""x"":7,""y"":4}"
uxl2ha8,630547,668.294,342.225,0,1922-08-15T11:52:23Z,1954-07-12,07:35:27,"5,7","{""x"":8,""y"":2}"
c1pp41c,554940,221.675,892.769,1,1967-08-06T03:28:20Z,1959-05-09,08:22:46,"6,8","{""x"":5,""y"":4}"
jcxd93b,414699,737.583,379.618,1,1989-07-06T05:02:55Z,1959-11-04,06:23:25,"4,2","{""x"":7,""y"":4}"
gd3kvmt,198524,187.415,872.782,0,1959-08-17T05:56:56Z,2018-04-23,01:02:52,"2,8","{""x"":6,""y"":8}"
0uc6w8d,219071,184.041,938.152,0,1980-06-08T09:01:30Z,1924-01-03,07:16:45,"6,7","{""x"":9,""y"":6}"
4d148mf,340287,430.858,491.847,0,2009-11-09T09:32:40Z,1926-12-21,04:49:39,"2,3","{""x"":5,""y"":4}"
nlcmuuy,593994,883.360,328.560,1,1964-02-19T09:00:24Z,1999-01-22,11:40:22,"7,5","{""x"":5,""y"":5}"
wcu7z1i,253217,645.706,502.792,0,1980-11-29T03:56:40Z,1926-03-14,07:33:55,"6,4","{""x"":5,""y"":7}"
amonotl,459783,769.487,985.846,1,1994-05-25T02:59:29Z,1978-10-22,02:24:30,"7,4","{""x"":3,""y"":6}"
iuj9o2w,800758,279.713,762.543,0,1947-09-21T02:21:04Z,1994-03-16,04:33:41,"2,6","{""x"":3,""y"":6}"
zlojsdq,861481,567.326,995.044,1,2004-04-04T02:17:51Z,1981-08-12,06:21:27,"1,7","{""x"":2,""y"":5}"
ir759f7,952233,173.128,731.532,0,2012-01-04T05:05:27Z,1954-02-27,11:27:23,"6,4","{""x"":8,""y"":4}"
d5sd8qz,496827,605.016,256.924,1,1933-01-11T03:28:22Z,1979-02-18,05:03:11,"1,6","{""x"":2,""y"":6}"
k19zd9u,140877,629.619,580.703,1,1980-10-18T10:55:25Z,1965-07-06,05:50:29,"6,6","{""x"":1,""y"":8}"
o741act,656102,277.034,277.469,0,1968-02-02T11:18:46Z,1961-01-27,06:36:38,"5,7","{""x"":6,""y"":5}"
5cmf4od,797659,420.410,719.150,0,1983-01-11T05:08:36Z,1996-09-11,06:44:36,"4,8","{""x"":5,""y"":3}"
wnb6v1c,535285,344.466,244.040,1,1956-07-01T07:13:48Z,1990-09-24,12:32:13,"9,2","{""x"":4,""y"":5}"
1r0zaub,818195,216.384,189.575,1,1966-01-09T08:06:43Z,2006-12-16,09:51:10,"6,2","{""x"":8,""y"":6}"
la1kepy,644145,215.578,290.463,1,1938-01-16T02:34:24Z,1985-05-04,08:50:46,"2,9","{""x"":2,""y"":7}"
cp4putp,987669,487.350,925.837,0,1927-11-21T08:18:04Z,1949-07-16,07:23:34,"5,7","{""x"":5,""y"":2}"
chlq23o,168795,512.078,243.400,0,2004-04-29T12:47:36Z,1922-03-04,09:15:54,"7,5","{""x"":5,""y"":2}"
p5b0nmu,881619,913.629,387.073,1,2010-03-22T09:11:14Z,2018-06-05,12:46:43,"9,4","{""x"":6,""y"":8}"
vahwetm,666324,522.795,849.811,0,1946-02-11T03:45:02Z,1936-05-10,08:42:00,"2,6","{""x"":5,""y"":6}"
hflwa47,921340,759.475,639.613,0,1986-07-08T01:27:01Z,1959-03-23,07:37:07,"2,1","{""x"":3,""y"":5}"
fma09nb,120854,334.048,768.921,1,1928-07-21T07:01:48Z,1944-09-12,12:10:56,"6,4","{""x"":1,""y"":8}"
94vg7qu,600413,152.502,412.837,0,1963-06-30T08:10:17Z,1947-03-26,11:52:14,"6,5","{""x"":2,""y"":5}"
lckd5lv,453915,658.506,590.503,0,1986-07-29T09:03:49Z,1963-11-20,08:15:08,"5,1","{""x"":1,""y"":3}"
9g84fq2,876698,570.503,596.767,0,1941-05-13T10:09:34Z,1956-06-10,07:43:47,"3,1","{""x"":9,""y"":6}"
0mo5z1z,101212,330.299,781.944,0,1977-07-11T08:13:12Z,1923-10-02,05:24:51,"1,9","{""x"":8,""y"":3}"
rcq8rvf,157186,915.063,396.261,0,1941-10-05T11:07:12Z,1988-10-26,11:32:20,"6,7","{""x"":3,""y"":5}"
k7sbutt,975818,822.249,538.959,0,1957-10-21T08:13:45Z,1951-11-30,08:45:08,"2,4","{""x"":5,""y"":8}"
t8nivw7,473464,648.139,227.295,0,1956-02-19T10:30:57Z,1924-08-18,09:48:12,"4,6","{""x"":8,""y"":5}"
1hrhw15,129234,241.906,143.274,0,1942-02-12T12:26:52Z,1948-10-18,01:59:15,"4,5","{""x"":7,""y"":4}"
g90mi5e,535001,160.483,348.845,0,1940-01-16T05:23:30Z,1939-05-21,08:12:37,"3,2","{""x"":3,""y"":9}"
7p0jw0r,589324,948.482,906.811,0,2003-12-28T06:59:41Z,1978-11-10,04:21:50,"4,3","{""x"":7,""y"":7}"
a6dl66v,898931,661.841,710.803,0,1963-11-24T12:15:06Z,1924-04-25,11:39:56,"8,9","{""x"":8,""y"":2}"
91y20mc,774226,167.412,782.416,1,1940-09-19T11:21:04Z,1949-12-21,02:53:17,"1,6","{""x"":9,""y"":4}"
ll0zchr,752635,223.790,268.060,1,1999-08-29T04:34:02Z,1974-09-16,02:57:25,"1,4","{""x"":9,""y"":4}"
us0fg2u,572570,752.408,584.127,0,1931-04-02T08:02:36Z,1962-04-02,08:02:17,"8,1","{""x"":5,""y"":8}"
htt5zq3,618387,809.552,807.197,1,1993-09-24T02:47:37Z,1934-07-15,01:54:47,"4,7","{""x"":1,""y"":2}"
yqxkf1y,339615,223.137,841.020,1,1982-06-02T10:36:17Z,1926-04-19,11:30:20,"2,9","{""x"":1,""y"":1}"
d8wke1g,141577,732.913,253.808,0,2008-12-05T02:27:57Z,1991-07-04,09:10:59,"8,7","{""x"":7,""y"":4}"
ga1hciz,199152,343.951,378.932,0,1978-12-27T01:50:14Z,1993-02-02,11:41:03,"2,1","{""x"":5,""y"":5}"
o7qzpy7,303176,910.765,741.531,0,2006-05-22T05:20:54Z,2011-07-24,03:26:15,"4,9","{""x"":8,""y"":1}"
qpkytqy,198358,772.775,527.154,1,1984-07-11T06:26:04Z,1989-11-23,01:45:18,"1,9","{""x"":7,""y"":8}"
uocv5qs,907841,438.208,806.244,0,1942-12-01T10:57:05Z,1925-04-16,04:54:41,"8,5","{""x"":4,""y"":5}"
dn6w2qu,245672,705.519,259.814,1,1962-01-13T02:32:02Z,1975-01-10,02:44:05,"2,7","{""x"":2,""y"":2}"
hlno1eb,379282,667.216,869.855,0,1972-08-28T08:22:56Z,2006-10-24,10:57:23,"9,7","{""x"":3,""y"":7}"
2c5igq5,779431,574.267,739.714,1,1982-05-17T12:58:45Z,1966-06-08,10:58:24,"1,2","{""x"":6,""y"":7}"
jv69sfu,591263,428.421,606.204,1,1941-07-22T12:39:11Z,1936-12-09,07:19:01,"3,9","{""x"":5,""y"":1}"
yg2n1xz,233174,442.491,992.042,1,1947-02-12T05:33:17Z,1986-11-12,01:15:01,"7,7","{""x"":8,""y"":5}"
7vuz4ii,487315,978.199,407.736,0,1987-08-13T10:37:22Z,1929-08-12,10:27:18,"8,7","{""x"":4,""y"":9}"
hfrebts,997654,404.212,838.129,0,1957-03-04T10:16:58Z,2014-11-23,09:48:44,"2,4","{""x"":4,""y"":2}"
tuvjooe,876821,176.890,704.660,0,1973-12-19T06:55:03Z,1972-07-11,07:07:20,"3,9","{""x"":4,""y"":4}"
lkx92k3,654715,924.375,789.628,0,2009-02-02T10:37:15Z,1985-02-20,10:09:11,"6,8","{""x"":4,""y"":1}"
osru1e5,796731,891.431,207.857,1,1954-07-24T12:00:59Z,1963-01-21,10:05:06,"8,9","{""x"":9,""y"":3}"
aldu68d,669988,892.356,403.355,0,1953-03-28T04:34:53Z,1929-12-25,01:02:15,"7,2","{""x"":9,""y"":9}"
qei398f,284592,395.798,740.146,0,1962-04-22T12:34:42Z,2015-01-10,10:04:01,"1,3","{""x"":3,""y"":2}"
